Норем тендеру,Дата публікації,Дата подачі пропозицій,Назва,Компанія,Контакти,Вартість,Посилання
474368,Опубліковано: 23.11.2016,Прийом пропозицій до: 30.11.2016 13:00,Доступ до мережі Інтернет,Подільська районна в місті Києві державна адміністрація,"Контактна особа
Липовецька Ніна Олександрівна
380444257545
Lipovetska@ukr.net
04070, Україна, Київська обл., Київ, Контрактова площа,2
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/podlska-rayonna-v-mst-kiv-derzhavna-admnstratsya/",89 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/678697/
109930,Опубліковано: 02.03.2016,Прийом пропозицій до: 07.03.2016 13:59,Послуги з користування мережею Інтернет,Територіальний центр соціального обслуговування (надання соціальних послуг) Баглійського району міст,"Контактна особа
Дунчевська Наталія Володимирівна
+380635897010
bagl_tercentr@i.ua
51909, Україна, Дніпропетровська обл., Кам'янське (Дніпродзержинськ), вул. Менделєєва, 21-а
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/teritoralniy-tsentr-sotsalnogo-obslugovuvannya-nadannya-sotsalnih-poslug-baglyskogo-rayonu-mst/",4 500 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/110494/
2007635,Опубліковано: 23.01.2018,Прийом пропозицій до: 26.01.2018 14:00,Надання послуг,Житомирський обласний центр еколого-натуралістичної творчості учнівської молоді Житомирської обласно,"Контактна особа
Наталія Сергіївна Бордюг
+380973986232
oblcentum@gmail.com
Україна, Житомирська обл., Житомир
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/zhitomirskiy-oblasniy-tsentr-ekologonaturalstichno-tvorchost-uchnvsko-molod-zhitomirsko-oblasno/",5 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3265319/
1980888,Опубліковано: 18.01.2018,Прийом пропозицій до: 22.01.2018 14:00,Послуги доступу до мережі Інтернет,Перинатальний центр м.Києва,"Контактна особа
Пуніна Ірина Пилипівна
380445228755
pcenter_ekonomist@ukr.net
03150, Україна, Київська обл., Київ, вул. Предславинська, 9
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/perinatalniy-tsentr-mkiva/",22 800 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3220890/
1388863,Опубліковано: 30.08.2017,Прийом пропозицій до: 05.09.2017 10:00,Мережеві сертифікати для офіціального Інтернет-представництва Президента України,Державне управління справами,"Контактна особа
Сикало Володимир Анатолійович
380442556416
sva@dus.gov.ua
01220, Україна, Київська обл., Київ, м. Київ-220, вул. Банкова, 11
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/derzhavne-upravlnnya-spravami/",18 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2229793/
1945003,Опубліковано: 10.01.2018,Прийом пропозицій до: 12.01.2018 09:35,Послуги провайдерів (інтернет-послуги),Приморська районна адміністрація Маріупольської міської ради,"Контактна особа
Балджи Юлія Володимирівна
+380629371281
j.baldzhi@gmail.com
87517, Україна, Донецька обл., Маріуполь, проспект Адмірала Нахімова, 86
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/primorska-rayonna-admnstratsya-marupolsko-msko-radi/",7 224 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3164476/
1961676,Опубліковано: 15.01.2018,Прийом пропозицій до: 22.01.2018 13:22,"Послуги у сфері локальних мереж (консультування, розробка програмного забезпечення, послуги мережі Інтернет і послуги з підтримки програмного засобу «Віструм-2»).",КЛПЗ МПТД м. Маріуполя,"Контактна особа
Воронова Галина Юріївна
+380629222561
mariupoltb@ukr.net
87502, Україна, Донецька обл., Маріуполь, м. Маріуполь вул. Пашковського 2
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/klpz-mptd-m-marupolya/",55 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3188556/
1960877,Опубліковано: 15.01.2018,Прийом пропозицій до: 17.01.2018 12:00,"Послуги з надання доступу до мережі «Інтернет» лікарні за адресами: м. Київ, вул. Миропільська, 8 та м.Київ, вул. Р.Окіпної, 3",Київська міська психоневрологічна лікарня №2,"Контактна особа
Бунєєва Наталія Григорівна
380671352599,
7kmpnl2@i.ua
02660, Україна, Київська обл., Київ, вул. Миропільська, буд. 8
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/kivska-mska-psihonevrologchna-lkarnya-/",20 900 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3187758/
1445572,Опубліковано: 14.09.2017,Прийом пропозицій до: 18.09.2017 16:00,Обладнання мережі інтернет,"ТВЗК ""Київський академічний театр ляльок""","Контактна особа
Тумаєв Богдан Анатолійович
380442780559
bigmanuna@gmail.com
01001, Україна, Київська обл., Київ, вул. М. Грушевського 1а
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/tvzk-kivskiy-akademchniy-teatr-lyalok/",8 500 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2319495/
1742941,Опубліковано: 27.11.2017,Прийом пропозицій до: 05.12.2017 11:00,Ліцензійне програмне забезпечення захисту електронної пошти від спаму та зловмисних програм,Державне управління справами,"Контактна особа
Сикало Володимир Анатолійович
380442556416
sva@dus.gov.ua
01220, Україна, Київська обл., Київ, м. Київ-220, вул. Банкова, 11
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/derzhavne-upravlnnya-spravami/",199 150 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2808890/
108693,Опубліковано: 01.03.2016,Прийом пропозицій до: 11.03.2016 12:36,"Послуги з обробки даних, видачі сертіфікатів та їх обслуговування в системі m.e.doc","Комунальне підприємство ""Оздоровчо-спортивний комплекс ""Метал"" Дніпропетровської міської ради","Контактна особа
Ірина  Усаніна
+380970962684
i33474160@yandex.ua
49000, Україна, Дніпропетровська обл., Дніпро, вул.Столєтова 19-а
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalne-pdprimstvo-ozdorovchosportivniy-kompleks-metal-dnpropetrovsko-msko-radi/",300 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/109315/
238169,Опубліковано: 02.08.2016,Прийом пропозицій до: 09.08.2016 10:00,Послуга з встановлення комп'ютерної програми,"ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""ПЕРШИЙ КИЇВСЬКИЙ МЕДИЧНИЙ КОЛЕДЖ""","Контактна особа
Гордієнко Інна Ігорівна
380444839515
pkmu_1@ukr.net
04050, Україна, Київська обл., Київ, Мельникова, 14
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/vishchiy-navchalniy-zaklad-pershiy-kivskiy-medichniy-koledzh/",13 900 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/308149/
101634,Опубліковано: 19.02.2016,Прийом пропозицій до: 25.02.2016 15:00,"послуги з забезпечення користування програмним продуктом ""бюджет міста""","Комунальний позашкільний навчальний заклад ""Міська - дитячо -юнацька спортивна школа з опорних видів","Контактна особа
Татьяна Батурина
+380677320829
baturina1974@mail.ua
49000, Україна, Дніпропетровська обл., Дніпро, вул.11-я Стрелковая дивизия 6
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalniy-pozashklniy-navchalniy-zaklad-mska--dityacho-yunatska-sportivna-shkola-z-opornih-vidv/",750 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/102424/
102524,Опубліковано: 22.02.2016,Прийом пропозицій до: 26.02.2016 16:00,"Послуги з технічної допомоги у сфері інформаційних технологій, що включає місцеве керування і діяльність комп’ютерних систем ,  що є складовою частиною загальноміської інформаційно-аналітичної системи.",Управління-служба у справах дітей Дніпропетровської міської ради,"Контактна особа
Нонна Прокопчук
+380567444591
nonna.prokopchuk@gmail.com
49000, Україна, Дніпропетровська обл., Дніпро, м.Дніпрпетровськ, пр. К.Маркса, б.75.
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/upravlnnyasluzhba-u-spravah-dtey-dnpropetrovsko-msko-radi/",4 740 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/103268/
647231,Опубліковано: 23.01.2017,Прийом пропозицій до: 26.01.2017 11:00,Розміщення реклами в інтернеті на сайті OLX.UA.,"ККУП ""ФІНАНСОВА КОМПАНІЯ ""ЖИТЛО-ІНВЕСТ""","Контактна особа
Харченко Сергій Володимирович
380442012068
HSV1979@ukr.net
01034, Україна, Київська обл., Київ, м.Київ, ВУЛИЦЯ ВОЛОДИМИРСЬКА, будинок 42
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/-kkup-fnansova-kompanya-zhitlonvest/",13 200 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/994262/
74653,Опубліковано: 16.12.2015,Прийом пропозицій до: 21.12.2015 13:00,"послуги у сфері інформаційних технологій і стосовно комп'ютерної техніки, інші, н. в. і. у.,",Київський міський пологовий будинок №3,"Контактна особа
Чудновська Марина Олександрівна
0442769601
kmpb3@ukr.net
03148, Україна, Київська обл., Київ, Василя Кучера, 7
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/kivskiy-mskiy-pologoviy-budinok-/",36 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/76373/
494068,Опубліковано: 29.11.2016,Прийом пропозицій до: 07.12.2016 18:15,"62.09.20.-00.00 Послуги у сфері інформаційних технологій і стосовно компютерної техніки, інші, н.в.і.у (Система управління чергою «Qmotion Suite»)","Управління бідівництва, архітектури та землекористування Святошинської районної в місті Києві держав","Контактна особа
Kucheriaviy Andriy Myhailovich
380444243597
mistsrda@ukr.net
03115, Україна, Київська обл., Київ, проспект Перемоги, 97
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/upravlnnya-bdvnitstva-arhtekturi-ta-zemlekoristuvannya-svyatoshinsko-rayonno-v-mst-kiv-derzhav/",162 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/710135/
1797764,Опубліковано: 06.12.2017,Прийом пропозицій до: 12.12.2017 10:00,Розміщення та супроводження реклами в інтернеті.,"ККУП ""ФІНАНСОВА КОМПАНІЯ ""ЖИТЛО-ІНВЕСТ""","Контактна особа
Харченко Сергій Володимирович
380442012068
HSV1979@ukr.net
01034, Україна, Київська обл., Київ, м.Київ, ВУЛИЦЯ ВОЛОДИМИРСЬКА, будинок 42
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/-kkup-fnansova-kompanya-zhitlonvest/",36 500 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2900125/
169612,Опубліковано: 24.05.2016,Прийом пропозицій до: 25.05.2016 23:45,"Послуги надання у короткострокове (на строк до одного тижня) користування приміщення, що тимчасово не використовується в освітній, навчально-виховній, навчально-виробничій та науковій діяльності","Дитячо-юнацька спортивна школа з танцювальних видів спорту ""Супаданс""","Контактна особа
Глєбов Мстислав Віталійович
0662837860
supadance@ukr.net
04211, Україна, Київська обл., Київ, Лайоша Гавро, будинок 7 літера Г
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/dityachoyunatska-sportivna-shkola-z-tantsyuvalnih-vidv-sportu-supadans/",20 230 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/168519/
1153049,Опубліковано: 19.06.2017,Прийом пропозицій до: 21.06.2017 16:00,Розміщення реклами в інтернеті.,"ККУП ""ФІНАНСОВА КОМПАНІЯ ""ЖИТЛО-ІНВЕСТ""","Контактна особа
Харченко Сергій Володимирович
380442012068
HSV1979@ukr.net
01034, Україна, Київська обл., Київ, м.Київ, ВУЛИЦЯ ВОЛОДИМИРСЬКА, будинок 42
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/-kkup-fnansova-kompanya-zhitlonvest/",34 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1847720/
95693,Опубліковано: 10.02.2016,Прийом пропозицій до: 15.02.2016 15:00,- інформаційні послуги (абонентське обслуговування) на основі інформаційно-правової системи «Ліга:Закон»,Об'єднанння ветеринарної медицини в м. Києві,"Контактна особа
Політикіна Анна Володимирівна
0442457759
ovm@health.kiev.ua
03151, Україна, Київська обл., Київ, м.Київ, вул. Волинська, 12
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/obdnannnya-veterinarno-meditsini-v-m-kiv/",6 300 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/96651/
98685,Опубліковано: 15.02.2016,Прийом пропозицій до: 16.02.2016 18:00,Технічна допомога у сфері інформаційних технологій,"Управління у справах сім""ї, молоді та спорту Деснянської районної в місті Києві державної адміністра","Контактна особа
Рудченко Ольга Миколаївна
044-546-54-06
drdavsms.molod@gmail.com
02225, Україна, Київська обл., Київ, проспект Маяковського, 29
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/upravlnnya-u-spravah-sm-molod-ta-sportu-desnyansko-rayonno-v-mst-kiv-derzhavno-admnstra/",750 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/99541/
9646,Опубліковано: 09.09.2015,Прийом пропозицій до: 18.09.2015 17:00,Закупівля послуг щодо надання технічної допомоги в частині забезпечення звукової сигналізації системи МСДЦ «КАСКАД»,"Регіональна філія «Придніпровська залізниця» ПАТ ""Українська залізниця""","Контактна особа
Лупан Олег
(056) 793-35-45
o.lupan@dp.uz.gov.ua
49600, Україна, Дніпропетровська обл., Дніпро, пр. К.Маркса 108
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/regonalna-flya-pridnprovska-zalznitsya-pat-ukranska-zalznitsya/",89 900 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/37228/
1964371,Опубліковано: 15.01.2018,Прийом пропозицій до: 23.01.2018 18:07,Перевезення дітей-спортсменів відділення хокею з шайбою згідно календарю змагань ФХУ та змін до нього на 2018 рік,"КВУЗ ""ГДЮСШ по зимним видам спорта"" ДГС","Контактна особа
Анатолий Фотеску
+380679808637
mdyssch.zima@ukr.net
49068, Україна, Дніпропетровська обл., Дніпро, ул.Набережная Заводская, 53
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/kvuz-gdyussh-po-zimnim-vidam-sporta-dgs/",90 960 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3193739/
16228,Опубліковано: 13.10.2015,Прийом пропозицій до: 15.10.2015 13:00,Технічне обслуговування комп'ютерної техніки,"Управління у справах сім""ї, молоді та спорту Деснянської районної в місті Києві державної адміністра","Контактна особа
Щербак Марина Олександрівна
044-547-38-41
drdavsms.molod@gmail.com
02225, Україна, Київська обл., Київ, проспект Маяковського, 29
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/upravlnnya-u-spravah-sm-molod-ta-sportu-desnyansko-rayonno-v-mst-kiv-derzhavno-admnstra/",1 500 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/47506/
389496,Опубліковано: 24.10.2016,Прийом пропозицій до: 31.10.2016 22:00,"Послуги щодо обробляння даних, розміщування інформації на веб-вузлах, щодо програмного застосування та інші послуги щодо забезпечення інформаційно-технологічною інфраструктурою за кодом  ДК 016:2010 63.11.1 (Інтернет-послуги за кодом СРV за ДК 021:2015 72400000-4) «Посилення та просування інтернет-п...",Комунальне підприємство виконавчого органу київської міської ради (київської міської державної адмін,"Контактна особа
Секістов Віктор Вікторович
380504623535
sekistov@bigmir.net
01103, Україна, Київська обл., Київ, Кіквідзе, 21
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalne-pdprimstvo-vikonavchogo-organu-kivsko-msko-radi-kivsko-msko-derzhavno-admn/",140 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/541940/
123860,Опубліковано: 21.03.2016,Прийом пропозицій до: 28.03.2016 11:00,Послуги зв'язку Інтернетом проводового мережами,Печерська районна в місті Києві державна адміністрація,"Контактна особа
Третяк Юрій Михайлович
0442888757
tretiak@pechrda.gov.ua
01010, Україна, Київська обл., Київ, вул. Суворова, 15
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/pecherska-rayonna-v-mst-kiv-derzhavna-admnstratsya/",12 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/124122/
1974943,Опубліковано: 17.01.2018,Прийом пропозицій до: 22.01.2018 16:00,Надання послуг доступу до мережі Інтернет,Головне управління Держпраці у Донецькій області,"Контактна особа
Михайло Івченко
+380502200144
13dn.derzpraci@gmail.com
85302, Україна, Донецька обл., Покровськ (Красноармійськ), Прокоф'єва, 82
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/golovne-upravlnnya-derzhprats-u-donetsky-oblast/",30 128 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3210979/
76058,Опубліковано: 21.12.2015,Прийом пропозицій до: 23.12.2015 18:00,Послуги зв’язкуІнтернетом проводовими мережами  (послуги Інтернет-провайдерів),Київський міський пологовий будинок №3,"Контактна особа
Чудновська Марина Олександрівна
0442769601
kmpb3@ukr.net
03148, Україна, Київська обл., Київ, Василя Кучера, 7
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/kivskiy-mskiy-pologoviy-budinok-/",18 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/77732/
108572,Опубліковано: 01.03.2016,Прийом пропозицій до: 09.03.2016 00:00,Послуга доступу до мережі Інтернет,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги №3 Дніпровського ра","Контактна особа
Савкова Тетяна Володимирівна
0445594187
centr3d@ukr.net
02094, Україна, Київська обл., Київ, Червоноткацька,31
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalne-nekomertsyne-pdprimstvo-tsentr-pervinno-medikosantarno-dopomogi--dnprovskogo-ra/",1 260 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/109201/
1809395,Опубліковано: 08.12.2017,Прийом пропозицій до: 15.12.2017 18:00,Розміщення реклами в інтернеті.,"ККУП ""ФІНАНСОВА КОМПАНІЯ ""ЖИТЛО-ІНВЕСТ""","Контактна особа
Харченко Сергій Володимирович
380442012068
HSV1979@ukr.net
01034, Україна, Київська обл., Київ, м.Київ, ВУЛИЦЯ ВОЛОДИМИРСЬКА, будинок 42
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/-kkup-fnansova-kompanya-zhitlonvest/",151 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2920946/
1933262,Опубліковано: 03.01.2018,Прийом пропозицій до: 11.01.2018 18:00,Доступ до мережі Інтернет та передача даних,Департамент земельних ресурсів виконавчого органу Київської міської ради (Київської міської державно,"Контактна особа
Коркуленко Оксана Юріївна
380679760061
buh@kievzem.kiev.ua
01601, Україна, Київська обл., Київ, Хрещатик, 32-А
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/departament-zemelnih-resursv-vikonavchogo-organu-kivsko-msko-radi-kivsko-msko-derzhavno/",14 400 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3146997/
1880574,Опубліковано: 20.12.2017,Прийом пропозицій до: 05.01.2018 19:00,Послуги надання доступу до всесвітньої мережі Інтернет,"ДП ""Київська міська дирекція УДППЗ ""Укрпошта""""","Контактна особа
Ольга Захарченко
+380442300885
logist_kiev@ukrposhta.com
01001, Україна, Київська обл., Київ, Київ, вул. Хрещатик 22
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/dp-kivska-mska-direktsya-udppz-ukrposhta/",1 428 873.6 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3052938/
520404,Опубліковано: 07.12.2016,Прийом пропозицій до: 14.12.2016 20:00,68.20.12-00.00	Послуги щодо оренди й експлуатування власної чи взятої у лізинг нежитлової нерухомості,Громадська організація Київський міський осередок Асоціації спортивного танцю України,"Контактна особа
Соронович Ігор Михайлович
380662837860
kmoastu@ukr.net
02156, Україна, Київська обл., Київ, Матеюка, 4
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/gromadska-organzatsya-kivskiy-mskiy-oseredok-asotsats-sportivnogo-tantsyu-ukrani/",65 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/753948/
1984059,Опубліковано: 18.01.2018,Прийом пропозицій до: 25.01.2018 17:55,01-12 Послуги з розміщення у готелях,"Громадська спілка ""Федерація легкої атлетики України""","Контактна особа
Лебідь Олександр Сергійович
380637078591
san4os57@gmail.com
01023, Україна, Київська обл., Київ, Еспланадна, 42
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/gromadska-splka-federatsya-legko-atletiki-ukrani/",131 075 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3225976/
1953470,Опубліковано: 11.01.2018,Прийом пропозицій до: 16.01.2018 18:00,"Послуги доступу до мережі Інтернет для  Центральної  публічної  районної  бібліотеки 
ім. О.С. Пушкіна (пр.Оболонський,16); код ДК 021:2015 – 72410000-7 «Послуги провайдерів»","Управління культури, туризму та ОКС ОР в м. Києві ДА","Контактна особа
Малигіна Галина Петрівна
380444267811
rozmaita_liana@ukr.net
04205, Україна, Київська обл., Київ, м. Київ, пр. Оболонський, 16
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/upravlnnya-kulturi-turizmu-ta-oks-or-v-m-kiv-da/",12 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3176795/
1953006,Опубліковано: 11.01.2018,Прийом пропозицій до: 16.01.2018 18:00,"Послуги доступу до мережі Інтернет:
м. Київ, вул. Героїв Дніпра, 14-Г (Дитяча музична школа №36); м. Київ  пр. Оболонський, 34/1  (Дитяча художня школа № 3), м. Київ, вул. Прирічна, 5 к.577.(Централізована бухгалтерія)","Управління культури, туризму та ОКС ОР в м. Києві ДА","Контактна особа
Малигіна Галина Петрівна
380444267811
rozmaita_liana@ukr.net
04205, Україна, Київська обл., Київ, м. Київ, пр. Оболонський, 16
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/upravlnnya-kulturi-turizmu-ta-oks-or-v-m-kiv-da/",19 500 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3176092/
73394,Опубліковано: 15.12.2015,Прийом пропозицій до: 18.12.2015 16:00,Послуги зв'язку Інтернетом безпроводовими мережами.,Дніпровська районна в місті Києві державна адміністрація,"Контактна особа
Дещенко Олег Миколайович
0663169569
urvid4@dnipr.gov.ua
02094, Україна, Київська обл., Київ, бульвар Праці, 1/1
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/dnprovska-rayonna-v-mst-kiv-derzhavna-admnstratsya/",6 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/75169/
854487,Опубліковано: 20.03.2017,Прийом пропозицій до: 30.03.2017 09:00,Послуги з комплексного прибирання службових приміщень та прибудинкової території Устинівського районного центру зайнятості,Устинівський районний центр зайнятості,"Контактна особа
Макаренко Світлана Вікторівна
380523941555
1121@rcz.kocz.gov.ua
28600, Вул.Ювілейна,10 а
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/ustinvskiy-rayonniy-tsentr-zaynyatost/",35 765 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/1345845/
63942,Опубліковано: 27.11.2015,Прийом пропозицій до: 02.12.2015 21:00,"62.09.2 (62.09.20-00.00): Послуги у сфері інформаційних технологій і стосовно комп’ютерної техніки, інші, н.в.і.у. (контроль захищеності інформації Єдиного державного порталу адміністративних послуг)",Міністерство економічного розвитку і торгівлі України,"Контактна особа
Наталія Біленчук
+380442530720
nbilenchuk@me.gov.ua
01008, Україна, Київська обл., Київ, вул. Грушевського 12/2 м. Київ
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/mnsterstvo-ekonomchnogo-rozvitku--torgvl-ukrani/",27 360 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/65988/
1597625,Опубліковано: 25.10.2017,Прийом пропозицій до: 31.10.2017 11:22,"Інформаційно-консультаційні послуги по налаштуванню і роботі в ПП ""Квартал""","Комунальне підприємство ""Прилукитепловодопостачання"" Прилуцької міської ради","Контактна особа
Валерій Іванович
+380958435253
yurist.tam@ukr.net
 17500, Україна, Чернігівська обл., Прилуки, ВУЛ. САДОВА БУД. 104
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalne-pdprimstvo-prilukiteplovodopostachannya-prilutsko-msko-radi/",12 000 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/2565622/
116729,Опубліковано: 14.03.2016,Прийом пропозицій до: 16.03.2016 10:53,"Послуги з супроводу програмних продуктів 1С:Предприятие 8.2 конфігурація : Бюджет міста"" Кількість 3 міс Учасник торгів повинен мати досвід по обслуговуванню та наданню консультаційних послуг щодо користування Єдиної інформаційної системою управління місц","КОМУНАЛЬНИЙ ПОЗАШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД ""ДИТЯЧО-ЮНАЦЬКА СПОРТИВНА ШКОЛА №13"" ДНІПРОПЕТРОВСЬКОЇ МІ","Контактна особа
Валерий Павленко
+380968883417
dush_13.buh@mail.ru
49000, Україна, Дніпропетровська обл., Дніпро,  ВУЛИЦЯ ПЛЕХАНОВА, будинок 15-В-2
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/komunalniy-pozashklniy-navchalniy-zaklad-dityachoyunatska-sportivna-shkola--dnpropetrovsko-m/",750 грн. без ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/117123/
1942026,Опубліковано: 09.01.2018,Прийом пропозицій до: 15.01.2018 14:00,Послуги провайдерів (доступ до мережі Інтернет),Киїіська міська клінічна лікарня №12,"Контактна особа
Товчко Дмитро Михайлович
380445216485
plankmkl12@ukr.net
01103, Україна, Київська обл., Київ, Підвисоцького, 4-а
Веб сайт: 
												     


Всі тендери організатора https://smarttender.biz/publichni-zakupivli-prozorro/kiska-mska-klnchna-lkarnya-/",21 000 грн. з ПДВ,https://Smarttender.biz/publichni-zakupivli-prozorro/3160117/
